FamilyID	Metridia.pacifica<54>	Metridia.lucens<55>	Metridia.longa<56>	Pleuromamma.robusta<57>	Pleuromamma.xiphias<58>	Pleuromamma.abdominalis<59>	Pseudocalanus.sp<60>	Euchaetidae.sp<61>	Calanoides.acutus<62>	Calanoides.carinatus<63>	Neocalanus.cristatus<64>	Neocalanus.flemingeri<65>	Neocalanus.plumchrus<66>	Calanus.hyperboreus<67>	Calanus.propinquus<68>	Calanus.finmarchicus<69>	Calanus.glacialis<70>	Calanus.marshallae<71>	Calanus.helgolandicus<72>	Calanus.sinicus<73>	Calanus.pacificus<74>	Rhincalanus.gigas<75>	Eucalanus.bungii<76>	Eucalanus.hyalinus<77>	Pseudodiaptomus.annandalei<78>	Gigantodiaptomus.amblyodon<79>	Eurytemora.affinis<80>	Eurytemora.carolleeae<81>	Temora.stylifera<82>	Temora.longicornis<83>	Acartia.fossae<84>	Acartia.clausii<85>	Acartia.tonsa<86>	Labidocera.madurae<87>	Tracheliastes.polycolpus<88>	Lepeophtheirus.salmonis<89>	Caligus.confusus<90>	Caligus.clemensi<91>	Caligus.rogercresseyi<92>	Eucyclops.serrulatus<93>	Apocyclops.royi<94>	Lernaea.cyprinacea<95>	Paracyclopina.nana<96>	Oithona.similis<97>	Oithona.nana<98>	Platychelipus.littoralis<99>	Tisbe.furcata<100>	Tigriopus.kingsejongensis<101>	Tigriopus.californicus<102>	Tigriopus.japonicus<103>	Amphibalanus.amphitrite<104>	Penaeus.aztecus<105>	Drosophila.melanogaster<106>	<107>	<159>	<160>	<161>	<162>	<163>	<164>	<165>	<166>	<167>	<168>	<169>	<170>	<171>	<172>	<173>	<174>	<175>	<176>	<177>	<178>	<179>	<180>	<181>	<182>	<183>	<184>	<185>	<186>	<187>	<188>	<189>	<190>	<191>	<192>	<193>	<194>	<195>	<196>	<197>	<198>	<199>	<200>	<201>	<202>	<203>	<204>	<205>	<206>	<207>	<208>	<209>
OG0000012	13	-6	-5	-16	19	8	-8	9	-15	30	-1	-9	7	-2	1	28	31	-33	-8	-6	12	4	-8	3	17	-17	0	3	2	-1	4	10	-19	7	0	2	-3	-2	2	-13	7	9	3	-1	-1	9	-10	3	2	2	13	-15	1	0	1	2	0	-2	5	2	25	3	3	5	-1	6	7	-1	-4	-4	3	5	5	16	-8	-9	-19	-2	-5	0	-3	4	3	2	2	1	-6	-9	1	-1	0	-3	1	1	0	1	-7	-1	-3	1	-6	6	3	-2	-4
OG0000023	5	-5	-1	-3	17	-4	-17	31	1	2	9	2	-9	-8	17	-3	14	-11	-10	1	9	1	-1	-2	2	-3	-1	-1	10	-9	2	8	-7	-1	-5	-2	4	0	-1	3	2	-3	6	-2	-2	0	3	-2	-3	3	14	7	-13	0	0	3	2	-2	0	5	9	2	7	9	6	4	2	2	0	-7	2	10	-4	-1	2	-4	-11	-1	-3	-4	-1	-2	-2	-1	0	0	0	-1	-3	-5	0	2	0	2	1	0	4	0	-4	1	2	-2	0	0	19
OG0000027	12	-5	-3	-13	22	-3	-19	29	-8	19	2	-5	3	2	2	1	19	-17	-4	-5	15	2	-14	10	16	-18	-9	18	6	1	2	20	-21	-1	1	7	-7	3	0	-7	4	5	-2	1	1	1	-11	11	0	0	25	-17	-1	0	0	1	-2	0	3	-1	14	2	2	5	2	4	6	-2	-2	-3	1	-2	-3	-1	-2	-1	-13	-3	-4	0	-4	6	5	2	5	-3	-3	-4	0	3	1	-5	2	-2	1	0	-5	0	2	-2	-4	9	0	-1	1
OG0000028	-2	0	2	-6	11	-4	-7	6	7	1	-3	1	-1	0	16	0	2	-3	-10	1	4	8	-7	1	14	-14	-1	5	7	-6	-4	7	-6	7	0	-1	3	1	-1	-5	3	8	1	-1	-1	4	-11	5	-1	4	9	-9	6	0	-1	-2	-3	0	-1	-2	5	2	3	5	-2	8	8	1	-4	-1	6	6	-9	-1	-1	-7	-9	-1	-7	-1	-2	1	3	-1	0	-2	-7	-1	-1	-1	0	2	-1	0	1	4	-3	-2	-3	-2	-5	6	2	1	-2
OG0000031	-2	2	5	0	11	-3	-12	25	-4	13	2	4	-5	-3	-4	4	24	-17	-12	7	7	6	-13	7	-2	0	-5	6	5	-3	3	1	-4	1	-3	1	-1	1	0	-5	3	1	-1	1	1	5	2	-1	0	-2	-1	1	-3	0	3	10	9	3	-1	6	6	3	8	10	7	4	8	-2	1	-1	-3	1	5	6	3	-1	-7	-1	-7	-4	-3	-1	0	-1	1	-1	-2	-5	-1	-3	0	0	2	3	0	-1	-1	0	1	4	-1	-2	-2	-3	0
OG0000032	21	-9	2	-19	11	24	-12	27	4	-1	0	-2	2	8	-3	0	23	-16	-8	5	0	1	4	-6	2	-5	-2	0	8	-4	0	1	-3	1	-2	-3	20	-4	0	-1	2	0	2	-1	-1	0	1	-2	0	0	11	-8	-1	0	0	7	12	10	8	4	32	-2	5	10	8	3	3	1	-1	-1	2	-5	-2	1	2	-4	-3	-4	-4	-7	-3	-2	-2	0	1	-2	-3	-2	-5	-2	1	6	-5	-2	-2	-1	0	0	-1	0	0	-1	0	-1	0
OG0000033	-1	2	0	-11	10	7	-21	45	-11	12	-8	10	-3	2	6	0	8	-10	-12	6	7	8	-6	-1	7	-10	1	-1	6	-4	3	7	-10	1	3	-6	9	3	-5	-4	2	5	0	-1	0	3	-1	2	-1	-2	25	-12	-6	0	1	4	2	1	0	2	16	1	6	7	8	-1	0	0	-3	7	3	0	-6	-4	-3	-2	-7	-1	-8	-3	-4	1	0	0	1	-1	-1	-3	0	1	-3	4	-3	-1	-2	2	-3	-4	-2	2	-2	-1	-2	-1	3
OG0000034	17	-8	-3	-14	25	4	-10	11	-7	24	3	-12	6	0	2	33	13	-26	-5	-8	13	5	-4	0	15	-16	2	0	-2	3	0	6	-12	8	0	-1	-1	1	1	-6	3	3	2	-1	-1	2	-4	1	2	0	2	-5	0	0	1	7	4	1	6	2	24	4	5	7	-1	10	14	-1	-4	-6	3	2	1	12	-14	-9	-21	-2	-6	-1	-3	2	1	1	0	1	-7	-5	-2	-1	-1	0	3	0	0	1	-2	0	-1	0	-3	1	1	-2	-3
OG0000035	4	-1	-1	-11	10	-1	-4	5	-13	23	0	-4	1	7	-4	14	19	-22	0	-9	12	6	-9	3	16	-16	4	0	3	-5	0	12	-16	8	3	3	-1	-6	5	-12	5	5	4	0	0	5	-12	7	1	1	19	-17	4	0	0	-1	-2	2	2	-3	8	1	1	3	0	4	4	1	-2	-3	3	-4	1	5	-6	-3	-13	-1	-6	0	-2	2	3	0	-3	3	-5	-4	1	2	-2	-5	-2	-1	1	-2	-7	4	1	-1	-6	7	2	0	-2
OG0000036	8	-6	0	-11	12	1	-4	4	-10	25	-4	-4	6	-2	0	10	27	-26	-3	-8	20	2	-6	3	14	-15	1	2	7	-3	6	3	-10	2	3	-1	-1	-1	2	-8	3	9	0	1	-2	2	-7	2	-1	3	23	-16	2	0	-1	0	-1	0	0	-1	12	2	3	5	1	5	10	-4	-4	0	1	3	3	5	-3	-1	-18	-1	-3	0	-3	3	2	1	2	-2	-3	-8	-2	0	-3	-1	0	-1	1	1	-6	0	-1	-2	-3	3	2	1	1
OG0000039	6	-5	2	-9	15	1	-6	1	6	10	1	8	-9	16	-1	11	37	-32	-4	-9	13	7	-16	18	2	-6	1	-2	2	0	-1	3	-3	4	0	0	1	-2	0	-5	7	-2	12	-1	-1	7	-5	0	2	1	2	-1	-5	0	1	5	3	3	0	1	13	3	9	6	-7	18	15	5	-2	-3	8	-6	-5	6	-3	-10	-21	3	-2	-4	-4	0	0	0	1	0	-3	-1	-1	-2	-1	0	-2	1	0	-3	0	3	-4	2	-2	2	3	-1	1
OG0000040	14	-7	-4	-1	5	3	-12	19	0	8	-5	11	-5	-5	0	2	6	-6	-7	5	4	1	-6	3	5	-7	1	0	6	-6	3	1	-6	6	-4	0	-1	9	-4	-3	-2	15	-1	0	0	0	-6	7	2	-1	-2	-2	9	0	-2	1	4	-1	5	5	8	-2	2	4	2	2	7	-4	-2	5	-2	2	3	1	-1	1	-2	-2	-3	-3	-4	1	0	1	-1	2	-3	-5	-4	-3	1	0	2	0	1	5	-6	-2	-1	-1	-1	7	1	1	-5
OG0000042	4	-5	0	-13	28	-2	-14	21	-13	23	4	-1	0	0	0	0	19	-14	-6	0	8	0	-5	3	6	-8	6	-4	6	-2	0	4	-8	2	-1	-1	4	-1	-2	-4	1	4	0	0	0	2	-5	6	2	-2	16	-14	3	0	0	1	0	0	-1	1	20	1	3	6	1	5	4	1	3	0	-2	-1	-1	1	2	-2	-9	-1	-2	-2	-2	1	1	-1	2	-2	-4	-4	-2	0	1	1	-3	-1	-1	0	-2	-1	-1	-1	-2	4	0	0	-1
OG0000048	10	-4	-1	-1	0	0	-12	5	17	-6	12	7	-8	-1	1	4	27	-21	-9	-7	20	27	-9	0	0	-1	0	0	1	-1	1	1	-1	-1	-1	0	1	0	-1	1	4	-2	-2	2	1	0	3	-1	-1	1	-1	1	-1	0	2	2	0	0	1	0	1	4	12	5	-8	16	9	8	8	-2	0	1	0	6	2	-5	-23	8	-10	-4	-1	-2	-1	0	1	-1	1	-1	2	-1	0	0	-1	4	2	0	4	1	3	2	3	0	0	-2	0
OG0000050	-1	0	1	-9	21	6	-2	14	-11	17	-4	-7	9	-1	2	3	-1	-1	-8	5	3	1	1	-3	6	-4	-2	-1	27	-11	2	0	-4	2	-4	-3	2	2	2	-5	0	19	-4	0	-2	26	-6	2	-3	-1	2	-4	-3	0	3	6	7	-1	-2	9	24	0	2	5	10	-2	1	-3	-4	1	0	1	-1	0	-3	-1	-5	-2	-3	-2	1	-3	-5	2	5	-2	-4	-4	1	-4	0	4	4	7	0	8	-5	-7	-1	7	-10	-2	-4	-3	-1
OG0000051	11	-7	-3	-6	5	5	-9	20	-9	11	-2	-2	3	0	4	3	3	-4	-8	7	-1	-2	-7	9	11	-11	-2	2	5	2	6	6	-9	-3	-5	4	-3	5	-1	-14	8	8	15	-3	-4	3	-10	6	-4	6	10	-13	3	0	0	1	1	-1	2	1	10	0	0	3	5	-1	0	0	-2	1	1	2	-2	2	-2	-4	-2	-3	0	1	-1	3	0	2	5	-2	0	-5	0	-2	4	1	4	1	4	1	-7	4	-7	-2	-4	6	1	0	-3
OG0000052	-6	3	10	1	-4	8	-1	12	-10	12	1	-1	-1	1	-1	-7	9	-2	-15	8	13	9	-5	0	2	-4	-3	0	32	-13	1	0	-2	3	-1	-2	-1	12	-3	2	-4	4	-1	0	0	4	-1	-1	0	0	6	-5	-3	0	1	8	8	5	-3	3	2	2	7	8	10	0	1	-1	-2	-2	0	0	1	-1	6	2	-9	1	-7	-4	-2	-1	-3	3	6	-3	-5	-5	-2	-1	-1	1	3	-1	-1	2	-2	-2	0	1	-3	-1	0	-1	0
OG0000053	0	4	4	-13	20	15	-7	9	9	-10	7	13	-11	-1	-3	1	40	-23	-13	12	1	14	4	-8	1	-2	0	0	2	0	1	0	1	-1	-2	0	3	0	0	0	0	0	0	0	0	-2	3	1	0	1	-1	0	0	0	2	9	15	7	3	10	32	-2	8	3	0	3	-2	5	6	-1	0	0	4	7	6	-3	-4	7	-4	-8	-2	-2	-1	0	0	-1	0	0	-1	-2	1	2	0	0	1	0	1	1	1	0	3	0	0	-2	-1
OG0000054	2	0	1	-9	25	-3	-6	6	4	5	2	6	-10	0	9	17	20	-24	-7	-5	8	5	-8	3	8	-7	1	-3	14	-3	-2	0	-2	10	-1	-1	2	1	-1	-1	-1	1	0	-1	0	18	-2	-1	-1	0	10	-2	-5	0	0	5	5	3	2	3	17	2	3	5	-1	8	8	1	-5	-5	6	7	-2	9	-6	-10	-17	-2	-5	-1	-1	1	-3	4	7	-3	-12	-3	-3	-5	0	0	0	2	-2	-1	-1	0	0	5	-5	-2	0	-1	4
OG0000055	6	-1	-4	-5	4	7	-11	11	-6	16	4	2	-4	2	-3	10	14	-16	-5	-4	12	3	-6	2	10	-8	1	-1	4	-5	0	3	-7	7	-1	0	-1	-2	3	-7	1	14	-1	0	-1	17	-6	-3	6	-2	0	-2	-1	0	2	4	3	0	5	3	9	2	3	5	-1	8	8	1	2	-2	-1	-2	2	5	-3	-3	-12	-2	-4	0	-1	0	1	-1	-1	1	-5	-4	1	-2	0	-1	1	4	0	2	-7	-2	0	4	-8	0	2	-2	-2
OG0000056	0	0	2	-8	11	5	-3	14	-15	22	-2	-8	9	8	-5	-1	4	-1	-6	-1	9	11	-3	-4	2	-3	-1	-1	20	-10	2	3	-5	0	-2	-1	2	5	-3	1	-1	-1	0	0	0	3	2	-1	-1	0	4	-2	-4	0	2	8	5	1	0	4	15	3	8	11	10	2	3	-1	-4	-1	3	-5	0	0	2	-1	-8	0	-10	-3	-1	-3	-2	0	3	-2	-2	-3	-1	-2	0	1	0	0	-1	-1	1	0	-1	1	-1	-2	0	-2	0
OG0000058	5	-3	0	-3	1	2	-7	8	0	2	0	0	2	0	6	-13	32	-13	-13	-1	20	23	-6	-2	2	-2	1	-1	5	-4	2	1	-3	1	0	0	1	0	1	-3	1	4	-1	0	1	1	1	-2	0	0	3	-1	-3	0	1	5	0	2	2	-1	3	6	11	5	-1	6	2	4	2	2	3	4	-2	-2	12	-1	-17	7	-11	-3	0	-2	-1	-1	-1	0	-1	-3	0	-1	0	0	0	0	1	1	-2	-1	0	0	-1	-1	1	-2	0
OG0000068	-4	6	1	-2	17	-6	-8	10	-8	18	2	1	0	-5	-1	3	14	-11	-4	-1	8	6	-1	-2	3	-4	-1	-1	14	-7	2	-1	-1	0	2	-2	1	-2	1	6	-6	4	-2	0	0	17	-1	-2	2	-3	4	-4	-3	0	2	3	4	2	1	2	6	0	5	4	1	5	7	-1	1	0	-3	2	3	3	1	1	-7	1	-5	-3	-1	-1	-3	2	3	0	-1	-3	1	-1	-2	1	-1	2	-1	3	-1	-4	-1	5	-6	-4	0	-2	0
OG0000069	13	-7	-1	-11	17	0	-9	11	-4	9	2	-5	2	0	3	4	19	-17	0	-8	5	5	-10	5	12	-14	-1	4	6	-4	1	10	-16	9	1	4	-2	-4	6	-4	3	1	0	0	0	2	-5	4	-1	1	8	-4	-4	0	1	4	1	3	4	-1	14	3	2	3	1	3	5	-1	-2	-3	1	0	-2	2	-1	-4	-9	-2	-5	1	-3	5	2	3	2	2	-6	-6	0	1	0	-2	0	-1	-2	-1	-2	-1	-1	0	-2	3	0	-1	1
OG0000070	-2	2	1	-14	22	15	-4	22	-11	15	4	-1	-2	6	-7	5	-3	0	-9	10	0	12	-9	5	1	-3	-4	1	27	-12	-1	4	-3	1	-2	-3	2	6	-3	2	-4	4	-1	2	-1	-1	3	0	-3	2	23	-7	-6	0	1	6	5	0	0	7	33	2	12	8	14	-4	2	-5	0	-3	-4	-8	1	2	-2	-1	0	4	-5	-7	-3	-1	-3	1	3	-1	-1	-1	-2	-3	0	4	1	1	2	2	-2	0	1	-1	1	-2	-2	-1	4
OG0000071	3	0	-4	-9	8	14	-12	16	15	-7	9	21	-13	-1	-3	1	7	-6	-6	2	2	-3	-12	23	1	-4	0	-1	-1	0	-1	2	-2	2	-1	0	0	-1	2	-2	2	1	1	-1	0	0	8	-1	0	-2	43	-18	0	0	-3	0	4	-1	3	6	20	-3	4	7	1	6	5	3	12	5	-8	-6	-1	0	0	-2	-4	-1	2	-6	-3	-2	-1	-1	0	0	-2	0	-7	-4	-2	-1	0	-1	-3	0	-1	-1	-3	2	2	-4	-1	3	8
OG0000075	4	-2	2	1	8	-2	-9	16	-6	12	1	-3	0	-4	4	1	11	-9	-13	12	3	5	-9	6	2	-5	-2	0	9	-4	1	1	-3	0	-2	-1	6	0	-2	-3	1	0	3	1	-1	3	-2	2	1	-1	2	-1	-2	0	1	5	5	2	1	4	4	1	5	5	4	2	5	-2	-3	-3	0	5	1	3	1	-1	-3	0	-3	-4	-3	-1	-2	1	2	-1	-1	-1	-1	-2	1	1	-2	2	0	-2	-1	2	0	3	0	1	0	-1	0
OG0000076	24	-11	5	-9	21	-1	-13	20	8	0	-7	15	-9	-8	14	-7	-10	15	-14	-1	35	21	-11	2	-1	0	0	-1	6	-2	0	0	-1	-1	0	0	0	0	0	0	0	2	1	0	0	1	2	-1	1	0	1	-2	-2	0	1	9	12	12	9	3	15	0	8	4	3	1	6	-4	-6	1	3	14	3	-5	2	9	-18	6	-9	-7	-2	-2	-1	0	1	-2	0	-1	-1	-2	0	0	0	0	0	1	0	0	-2	1	0	-2	0	-1	0
OG0000077	-2	8	2	1	7	-4	-9	19	0	8	-3	3	-1	-3	-1	-3	-7	13	-13	21	1	-5	6	0	-1	-1	0	0	1	0	3	1	-5	1	-1	-2	6	3	-4	4	-2	1	-1	0	0	0	0	4	-1	-1	1	-2	-2	0	2	7	8	6	5	3	2	0	4	5	5	1	6	-5	-1	1	-3	1	2	1	3	2	2	0	6	-3	-1	-1	0	-1	0	0	-1	-5	-1	0	1	3	-1	0	-1	1	0	-2	0	2	1	1	-3	-2	-1
OG0000078	5	-2	-3	-4	13	2	2	3	-6	5	-2	9	-4	4	-5	1	5	-3	-6	4	4	-2	-5	7	6	-6	-2	-1	11	-7	5	-2	-1	4	-3	0	-1	0	0	0	-5	10	-6	3	3	-2	10	-5	3	1	22	-10	2	0	-4	-1	2	-2	1	5	13	-2	1	3	4	-1	-1	0	0	2	1	-3	2	2	1	1	-2	-1	0	-3	-1	-1	-3	3	2	1	-2	-5	-6	-6	-1	-1	0	1	0	2	-6	-2	5	1	4	-3	3	4	5
OG0000079	1	1	-3	-11	16	14	-3	4	-5	15	4	-1	-2	-6	-1	1	14	-6	-8	-2	19	-3	-13	23	9	-7	2	-1	-1	2	1	1	-2	1	-2	-1	5	3	-4	6	-4	-2	0	1	0	16	-1	-4	1	0	1	-1	-2	0	2	4	5	0	2	7	28	1	3	5	1	4	8	-3	-1	-5	-1	5	6	5	5	2	-13	-2	2	-2	0	-2	0	-1	0	-1	-1	-2	1	-1	2	3	-1	3	-3	-1	0	-1	0	7	-3	-2	2	-3	0
OG0000082	-4	2	4	-5	-1	7	-3	4	0	5	0	10	-10	4	2	3	5	-7	-10	3	8	5	-11	8	5	-6	-2	1	24	-9	-1	1	-4	0	-3	16	-1	-3	3	0	0	1	2	-1	-1	-1	-1	4	-3	3	0	-1	-2	0	3	4	1	2	-1	0	6	2	5	5	2	3	4	0	-2	-1	3	0	-3	-1	-4	-1	-7	1	-3	-2	-1	0	0	1	5	-3	-3	-2	3	6	13	0	1	-2	-2	0	0	-1	-3	0	1	1	-1	-3	-1
OG0000083	4	-3	-2	-9	4	26	-9	13	7	0	-5	2	-2	3	8	7	2	-7	-9	1	5	4	-5	1	3	-4	1	0	10	-4	0	0	-1	-1	-2	1	2	0	-1	9	-6	1	-2	0	0	3	1	-2	0	1	6	-4	-3	0	1	3	4	-1	1	5	24	0	3	7	2	6	7	0	-4	1	6	4	-3	1	-5	-5	-9	-2	-5	-2	-2	0	1	-1	2	-2	0	-1	0	-1	2	0	-1	2	0	1	1	-2	0	2	0	-2	0	-2	0
OG0000084	8	-4	-3	-11	8	4	-6	11	-5	5	0	-3	2	0	1	1	3	-4	-5	2	3	18	-9	2	8	-11	1	2	5	-4	9	4	-7	-3	0	-1	-3	7	-3	-4	-1	11	1	0	0	1	-6	-1	-6	15	2	-15	48	0	-7	-7	-4	-2	1	-1	12	-1	2	-1	2	-3	0	-2	-2	-2	0	-1	-1	0	-2	0	-3	3	-10	-2	-3	2	2	-1	0	-1	3	-5	-5	-1	-2	0	3	-3	1	1	-8	0	-1	-4	-5	2	4	8	-15
OG0000085	-1	2	-3	-5	9	2	-4	5	15	-4	8	3	-10	-3	9	-5	4	3	-14	8	8	9	-14	14	1	-1	0	0	6	-2	0	-3	12	0	-1	-1	2	-2	0	0	-2	0	4	-2	1	4	8	-2	1	-2	16	-6	-3	0	0	1	0	-1	1	1	10	2	12	8	1	8	10	-1	-2	-8	2	6	-2	0	6	-2	-8	5	-2	-5	-1	-2	-2	0	1	0	0	1	-1	-3	0	1	-1	2	0	-1	-2	1	-1	2	0	-7	0	0	2
OG0000086	0	0	0	-7	8	4	-3	7	-3	9	1	-10	12	-7	4	9	21	-19	-5	-2	7	3	-2	-1	7	-7	6	-6	-1	1	2	9	-9	1	1	-1	1	-7	11	-9	6	4	2	-1	-1	0	-3	-1	-1	5	27	-16	1	0	-1	-1	-1	-1	0	1	10	1	2	5	3	2	5	-3	0	-1	-3	6	2	6	-2	-4	-9	-3	-5	-1	-1	1	0	1	0	1	1	-2	-2	1	-1	1	1	-2	1	1	-3	1	-2	-2	-1	1	3	1	1
OG0000087	6	-2	-4	0	1	5	-11	16	-2	4	1	3	-3	-4	2	3	1	-4	-5	0	12	12	-11	6	1	-2	-1	-1	7	-2	-1	2	-3	2	-6	2	5	-1	-1	1	-2	-1	1	0	0	4	3	-1	-1	1	27	-1	-12	0	-1	1	3	0	3	5	6	-2	4	1	0	1	1	0	-1	-1	1	5	3	0	-3	3	-7	5	-5	-5	-2	-1	-2	1	2	0	-2	0	-2	-3	4	1	-3	1	-2	-3	0	0	0	4	1	-3	-1	1	20
OG0000089	4	-1	-2	-8	10	1	-4	4	-4	7	-1	-1	1	3	0	8	11	-13	1	-7	5	2	-6	3	10	-11	2	-1	4	-2	-3	7	-7	5	5	2	-2	-5	5	-10	6	4	0	1	1	3	-7	2	0	1	8	-11	3	0	0	-1	-1	-1	2	-1	9	1	1	3	0	3	2	1	0	0	1	-1	0	4	-4	-4	-8	-1	-3	-1	-2	2	1	1	1	-1	-5	-2	0	1	-2	-3	0	-1	0	0	-3	1	2	-1	-3	3	2	0	-3
OG0000091	1	-4	9	-3	4	2	2	3	-8	13	0	-2	1	10	-4	4	2	-4	-9	4	3	3	-5	2	-2	1	0	0	13	-6	1	2	-2	0	0	-2	1	2	-1	5	-3	-1	-1	0	0	6	1	-1	-1	0	1	-2	-2	0	2	7	5	5	-2	2	5	2	5	7	5	3	3	1	-3	-2	4	-6	0	2	-2	-2	-6	-1	-4	-3	0	-2	-1	-1	1	-2	-1	-1	0	-2	-1	1	1	2	-1	-1	0	0	0	4	0	-2	0	-2	0
OG0000092	-1	2	-2	-1	0	18	14	3	13	-8	-3	2	-4	-8	19	5	-11	7	-5	0	8	0	0	-1	-1	0	-1	0	2	-1	3	1	8	-5	1	-1	0	0	-1	3	0	-3	0	2	0	0	13	-1	-2	-1	-2	1	-2	0	2	5	8	0	1	11	14	-1	3	9	15	-3	1	-3	-5	-1	2	15	-1	0	-4	0	-7	-4	-3	-4	-2	0	-1	1	0	1	8	7	0	-2	-2	0	-1	2	-1	-2	1	0	1	4	5	-3	-2	-2	0
OG0000093	9	-3	2	-6	9	-1	-6	9	3	-2	-4	24	-10	4	1	3	38	-26	-5	-2	2	-1	-7	8	2	-3	-2	4	1	-1	0	4	-4	1	-1	0	2	0	-1	-2	0	2	0	0	0	2	-2	0	0	0	4	-3	-1	0	1	4	3	5	4	-1	7	1	5	7	2	6	1	6	4	9	2	-1	-2	5	2	-7	-7	0	0	-3	-2	0	1	-1	0	0	-2	-1	-2	-1	1	1	0	0	0	0	-1	-1	0	0	-1	1	1	-1	0
OG0000094	-3	8	-1	-4	1	8	-11	21	21	-10	-4	17	-9	6	-6	-10	6	4	-10	0	21	11	-6	0	4	-3	1	-1	1	-1	1	0	-2	0	-3	3	1	0	0	4	-5	7	-1	0	-1	4	1	-1	0	-1	-2	2	-1	0	1	4	3	1	3	3	9	1	7	7	4	3	6	-2	-1	3	0	-6	2	-2	10	3	-12	1	-9	-4	0	-2	0	-1	-1	-1	0	-1	-2	-2	1	0	-1	0	-1	2	-2	-2	0	1	-2	-2	0	-1	0
OG0000096	-2	6	-1	-4	-1	5	-2	3	-5	10	-2	7	-6	-2	7	3	2	-4	-7	2	3	2	-6	2	3	-5	-5	7	6	-3	0	3	-5	2	-1	-3	4	1	-1	4	-8	9	0	-1	-2	0	8	-3	-5	6	16	2	-6	0	-2	-3	-2	0	2	-2	3	0	1	4	2	3	4	0	-1	0	1	3	-2	1	-3	-2	-5	-2	-5	-1	-2	2	1	0	1	-1	-2	-3	-2	-4	-2	2	-1	2	0	2	-4	-3	-2	3	4	-3	-1	3	15
OG0000098	-4	5	4	-3	9	1	-8	11	-4	6	4	-1	-2	1	2	2	-3	2	-5	4	1	4	1	-2	0	-2	0	-1	2	-1	0	-2	1	1	-3	-1	2	0	-1	0	-2	5	-1	-1	-1	16	2	-2	-2	0	0	-2	-2	0	2	5	7	3	0	5	10	0	4	3	2	2	1	0	-1	-4	1	0	-1	0	-1	-2	-2	1	-2	-3	-1	-2	-1	0	0	1	-1	-1	0	-3	0	1	0	4	-2	1	-3	-3	-1	7	-4	-6	-2	-2	-1
OG0000100	-1	1	-4	-1	13	-1	-6	10	-1	1	1	2	0	-1	1	-4	3	1	-5	2	5	0	-1	1	0	-1	2	-2	8	-4	4	-1	-2	0	-2	-1	4	2	-3	-3	-2	10	-2	0	0	3	3	-1	-1	-1	3	-3	4	0	-2	-1	1	-4	0	7	11	-2	0	2	1	1	0	1	1	1	1	2	0	-1	3	1	-4	-2	-1	-2	-1	-1	0	0	1	-1	0	-4	-2	-4	0	1	-2	2	-1	2	-5	-4	-1	4	1	-3	-2	2	0
OG0000101	5	-3	0	-5	8	-1	-2	3	6	-2	1	2	-1	0	0	2	2	-4	-1	-5	7	1	-10	9	8	-8	1	1	2	-2	-2	7	-6	5	-1	0	2	-3	3	-4	1	4	1	-1	-1	2	-5	2	0	1	6	-5	0	0	0	1	0	0	0	1	6	1	3	3	1	2	2	0	2	1	-1	-1	-1	1	-1	-2	-8	0	-2	-2	-1	0	1	0	-1	1	-4	-1	1	1	2	2	-1	0	0	1	-3	-2	-2	0	-1	4	1	0	0
OG0000103	1	-1	2	-1	10	-2	-12	13	-1	3	6	-2	2	10	-7	4	17	-13	-6	-4	15	44	-6	-3	0	-1	0	0	2	-1	1	-1	0	-1	0	0	1	-1	0	-1	-1	4	0	1	0	4	-1	0	0	0	1	-1	-1	0	1	4	3	1	-1	4	6	1	11	5	-1	6	1	6	6	0	2	-7	1	4	0	-2	-15	6	-18	-5	-1	-2	-1	0	0	0	0	0	-1	-1	0	1	0	1	0	1	-2	-1	0	1	-2	-1	0	-1	-1
OG0000104	0	-1	5	-6	2	12	-10	21	2	-3	-1	18	-8	6	0	2	40	-24	-4	-2	1	4	-1	-3	0	0	2	-1	3	-1	-1	0	1	0	-1	0	2	0	-1	0	-1	0	0	0	0	0	0	2	0	0	3	-3	0	0	0	5	5	2	-1	3	12	1	5	7	4	4	-2	7	6	8	2	-3	-2	5	3	-6	-6	0	-4	-4	-1	-1	0	-1	0	-1	0	0	-2	-1	0	1	0	0	-1	0	0	0	1	0	1	0	-1	0	-1
OG0000105	-2	3	-2	1	7	-2	-6	8	-4	9	3	-3	-1	1	2	-1	4	-4	-4	3	1	11	-6	1	2	-5	-2	0	3	-1	2	-1	-2	1	-2	0	0	0	1	1	-1	1	0	0	-1	6	1	-1	1	-2	17	-7	-2	0	0	2	3	-1	0	5	5	0	4	3	0	3	3	1	-1	-4	2	0	-2	-2	-1	0	-1	2	-7	-3	-2	0	-1	1	2	0	0	-2	-2	-3	0	0	0	2	-2	-1	-1	-1	0	4	0	-1	-1	0	3
OG0000106	4	10	-4	-1	1	10	-10	30	27	-16	-4	18	-9	2	-5	-3	1	-1	-6	1	21	29	-8	-1	1	-2	0	0	15	-4	0	0	0	0	-1	0	-1	17	-4	1	-1	2	-1	0	1	1	1	-1	1	-1	0	0	-1	0	1	9	13	6	12	8	9	0	12	6	12	-4	4	-6	0	3	-5	-6	0	-4	-1	6	-7	6	-14	-9	-2	-2	-1	0	2	-1	-1	0	-2	-1	0	1	3	0	0	1	-1	-1	0	1	0	-2	0	-1	-1
