FamilyID	Metridia.pacifica<54>	Metridia.lucens<55>	Metridia.longa<56>	Pleuromamma.robusta<57>	Pleuromamma.xiphias<58>	Pleuromamma.abdominalis<59>	Pseudocalanus.sp<60>	Euchaetidae.sp<61>	Calanoides.acutus<62>	Calanoides.carinatus<63>	Neocalanus.cristatus<64>	Neocalanus.flemingeri<65>	Neocalanus.plumchrus<66>	Calanus.hyperboreus<67>	Calanus.propinquus<68>	Calanus.finmarchicus<69>	Calanus.glacialis<70>	Calanus.marshallae<71>	Calanus.helgolandicus<72>	Calanus.sinicus<73>	Calanus.pacificus<74>	Rhincalanus.gigas<75>	Eucalanus.bungii<76>	Eucalanus.hyalinus<77>	Pseudodiaptomus.annandalei<78>	Gigantodiaptomus.amblyodon<79>	Eurytemora.affinis<80>	Eurytemora.carolleeae<81>	Temora.stylifera<82>	Temora.longicornis<83>	Acartia.fossae<84>	Acartia.clausii<85>	Acartia.tonsa<86>	Labidocera.madurae<87>	Tracheliastes.polycolpus<88>	Lepeophtheirus.salmonis<89>	Caligus.confusus<90>	Caligus.clemensi<91>	Caligus.rogercresseyi<92>	Eucyclops.serrulatus<93>	Apocyclops.royi<94>	Lernaea.cyprinacea<95>	Paracyclopina.nana<96>	Oithona.similis<97>	Oithona.nana<98>	Platychelipus.littoralis<99>	Tisbe.furcata<100>	Tigriopus.kingsejongensis<101>	Tigriopus.californicus<102>	Tigriopus.japonicus<103>	Amphibalanus.amphitrite<104>	Penaeus.aztecus<105>	Drosophila.melanogaster<106>	<107>	<159>	<160>	<161>	<162>	<163>	<164>	<165>	<166>	<167>	<168>	<169>	<170>	<171>	<172>	<173>	<174>	<175>	<176>	<177>	<178>	<179>	<180>	<181>	<182>	<183>	<184>	<185>	<186>	<187>	<188>	<189>	<190>	<191>	<192>	<193>	<194>	<195>	<196>	<197>	<198>	<199>	<200>	<201>	<202>	<203>	<204>	<205>	<206>	<207>	<208>	<209>
OG0001555	6	1	3	2	5	1	3	8	3	7	3	3	3	4	1	2	2	2	1	8	3	5	6	5	10	1	2	1	1	4	6	2	0	3	1	3	4	7	2	4	1	11	3	4	4	6	3	5	2	2	11	6	6	6	5	4	3	3	3	2	2	4	4	4	5	4	4	3	3	3	3	2	2	2	2	3	3	5	5	4	4	3	2	3	3	3	3	2	4	3	3	4	4	4	4	5	3	4	4	4	3	3	2	6	7
OG0001556	20	17	7	7	20	12	2	12	6	3	1	2	2	4	2	2	1	2	1	3	2	15	0	1	3	2	1	1	3	1	1	1	1	1	1	2	6	3	4	3	4	5	2	1	1	1	1	1	1	2	1	2	2	2	2	3	7	9	15	9	13	3	4	4	5	4	4	3	2	2	3	2	2	2	2	2	2	5	1	2	2	1	1	1	1	1	1	1	2	2	2	4	4	2	2	3	3	2	1	1	1	1	1	2	2
OG0001557	3	4	2	2	5	6	1	4	2	4	2	2	2	4	3	2	4	4	2	4	2	8	1	1	2	3	3	3	6	7	2	1	0	3	3	5	9	3	3	6	3	8	5	3	3	11	12	5	5	6	3	3	2	3	3	3	3	3	3	3	5	3	3	3	3	3	3	3	2	2	3	3	3	3	4	3	3	3	1	3	3	3	3	4	6	3	2	1	4	4	5	6	4	5	5	6	5	4	3	8	8	6	6	3	3
OG0001558	22	20	11	7	8	17	10	10	3	4	4	2	2	2	2	2	3	2	2	2	4	4	2	3	1	1	1	1	2	1	4	0	1	2	1	2	5	1	2	3	1	6	1	1	1	7	2	1	1	1	2	1	1	2	2	3	7	11	17	8	10	2	3	4	8	3	3	3	3	2	2	2	2	2	2	2	2	3	3	1	1	1	1	1	1	2	2	1	2	2	2	3	2	2	2	3	2	1	1	3	2	1	1	2	2
OG0001561	9	2	0	0	2	1	4	6	4	5	2	4	1	7	4	2	9	4	1	8	5	7	5	5	3	0	1	2	3	6	1	3	2	1	2	2	6	5	3	1	1	8	3	3	2	13	3	6	3	2	6	6	7	5	4	3	2	2	3	1	1	3	4	4	5	4	4	4	3	3	5	4	4	4	5	4	4	5	5	2	2	2	2	2	3	1	1	2	4	3	3	4	4	5	4	4	1	3	3	6	4	4	3	6	6
OG0001562	8	6	6	7	8	9	3	11	6	9	2	2	5	2	4	2	3	3	2	1	2	10	5	2	2	0	2	3	4	6	3	5	0	2	3	3	4	3	3	3	2	6	2	3	3	2	3	3	2	2	3	4	2	3	3	4	6	6	7	7	8	4	5	5	6	5	6	3	3	3	3	3	2	2	3	2	2	6	4	3	2	3	3	3	4	2	2	2	3	3	3	3	3	3	3	4	3	3	3	3	3	3	2	3	3
OG0001563	3	3	4	7	9	10	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	8	3	6	2	1	4	4	8	5	3	3	1	1	0	7	11	1	1	6	10	12	4	11	10	4	4	7	8	9	6	0	2	3	3	3	4	4	3	6	8	3	3	1	1	1	1	0	0	0	0	0	0	0	0	0	0	5	5	3	2	3	4	3	5	2	2	2	3	3	5	5	2	4	6	8	8	6	9	4	5	7	8	3	3
OG0001564	5	3	8	4	5	5	8	8	5	9	3	5	4	6	5	7	6	6	4	4	11	5	2	5	2	1	3	2	2	1	3	2	1	3	2	1	4	3	3	5	1	4	3	2	2	3	2	3	2	2	4	1	1	2	2	3	4	5	4	4	5	3	4	5	7	5	6	5	4	4	5	5	6	6	6	7	5	4	4	2	2	2	2	2	2	2	2	2	2	2	2	3	3	2	2	3	3	2	2	2	2	2	2	2	2
OG0001565	9	8	1	1	7	3	2	4	1	3	5	5	4	9	16	2	6	16	2	4	14	3	0	5	1	0	3	1	6	1	2	1	1	3	1	2	6	7	2	4	1	3	1	1	1	3	2	5	3	1	2	6	1	2	2	2	2	2	6	2	3	2	2	3	3	3	2	5	5	5	8	10	8	6	8	8	4	2	2	2	1	2	2	2	2	2	2	1	2	2	2	4	4	2	2	2	2	1	1	2	2	3	2	2	3
OG0001567	6	4	2	1	5	7	4	7	6	6	3	3	3	4	7	5	9	4	2	2	4	11	4	7	5	2	6	6	4	4	3	5	0	4	1	2	3	3	3	2	1	2	2	2	2	2	0	2	2	2	2	2	11	4	3	3	3	3	4	3	5	4	5	5	5	5	6	4	3	3	4	5	4	5	6	3	2	7	6	4	4	4	5	4	4	4	3	3	2	2	2	3	3	2	2	2	2	2	2	2	2	2	2	4	2
OG0001568	2	1	2	2	5	3	1	3	4	4	3	1	4	3	2	7	3	3	1	5	8	8	3	9	7	1	1	1	1	3	3	4	3	7	3	5	16	3	9	0	5	0	1	1	1	5	1	4	5	4	6	4	10	5	4	3	2	2	2	2	3	3	4	3	2	3	4	3	3	3	3	3	4	4	3	5	4	6	6	3	3	2	1	2	2	3	3	3	4	4	6	9	7	3	1	1	1	1	1	3	3	4	4	6	5
OG0001570	16	12	10	6	13	5	3	4	1	2	1	1	1	1	1	5	1	5	1	2	5	44	4	5	2	2	2	1	3	1	1	1	1	1	2	1	6	2	2	4	2	2	1	1	1	1	3	1	1	1	3	3	0	2	2	3	6	9	12	6	7	3	5	3	3	2	2	1	1	1	1	1	2	3	3	3	2	12	6	2	2	1	1	1	1	1	1	1	2	2	2	3	2	1	1	2	2	1	1	1	1	1	1	2	3
OG0001571	5	1	2	2	9	3	6	17	8	7	4	23	5	5	9	2	7	16	2	2	12	18	1	2	5	1	2	1	1	1	0	1	0	1	1	1	2	1	1	1	1	0	1	2	2	1	0	1	1	1	1	0	2	2	2	2	2	2	2	2	4	3	6	7	9	7	7	6	6	9	6	7	7	6	9	7	3	7	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1
OG0001572	0	0	0	0	3	5	1	9	42	0	2	5	0	0	17	13	3	26	2	1	31	31	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	1	1	0	0	1	3	1	5	5	5	6	10	4	3	3	4	11	12	13	13	13	3	11	6	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	1	1
OG0001573	6	5	6	5	35	23	0	8	7	11	9	12	3	4	11	14	8	7	3	3	12	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	2	5	5	5	8	21	1	1	3	3	5	7	6	7	7	6	9	9	10	8	8	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
OG0001574	4	7	3	6	20	8	3	4	2	4	2	4	3	2	2	2	2	3	2	1	2	4	3	3	2	3	2	4	5	2	6	2	1	3	1	1	3	1	1	4	5	7	4	4	4	5	8	3	3	3	11	3	3	4	4	4	5	4	5	7	11	3	3	3	3	3	3	2	2	3	2	2	2	2	2	2	2	3	3	3	3	3	3	3	3	3	3	2	3	1	1	1	1	4	4	5	5	4	4	5	5	3	3	4	5
OG0001575	2	1	2	0	1	2	5	4	5	8	4	5	8	9	10	4	7	5	2	5	15	6	4	4	5	0	4	5	1	3	2	4	1	3	3	3	2	1	5	2	2	7	2	1	1	3	3	1	1	2	5	6	4	4	3	3	2	2	2	1	1	3	4	4	4	5	6	6	5	6	8	9	8	6	6	9	5	5	4	3	3	3	4	2	2	2	2	2	3	3	3	2	2	3	3	3	2	2	1	3	3	2	2	4	5
OG0001576	4	1	0	0	8	2	4	5	10	9	7	8	8	15	8	12	5	3	1	1	5	4	4	4	4	0	3	5	8	1	4	5	2	3	3	2	1	2	2	0	1	2	2	2	2	4	1	6	3	3	1	0	0	1	1	1	1	1	1	1	3	2	4	5	5	7	9	8	8	8	10	8	6	7	5	4	1	4	4	2	2	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	1	2	2	2	2	3	3	1	1
OG0001577	3	4	3	6	12	9	3	8	3	10	4	4	3	4	6	5	4	3	5	4	3	4	2	2	3	2	3	2	5	3	1	1	1	3	1	2	2	1	2	5	2	10	2	3	2	12	1	4	3	3	3	2	2	2	2	2	3	3	3	6	9	2	3	4	5	4	5	4	4	4	4	5	4	4	4	4	4	3	2	2	2	2	2	2	3	2	1	1	2	2	2	2	2	3	3	5	4	2	2	5	3	3	3	2	2
OG0001578	2	2	2	3	3	5	3	14	3	12	3	5	4	4	5	5	4	4	2	6	8	19	3	4	4	2	2	2	5	2	1	1	1	5	2	1	1	1	2	3	0	9	1	1	1	8	2	1	3	1	9	3	1	2	2	2	2	2	2	3	3	3	5	5	6	5	6	4	4	4	4	5	5	5	4	6	5	8	5	3	3	3	2	3	3	3	1	1	2	2	1	1	1	2	2	3	2	1	1	3	2	2	2	2	4
OG0001580	7	3	3	2	14	7	2	10	6	9	3	4	4	2	6	3	7	6	3	8	12	2	2	5	5	3	3	2	5	3	2	2	2	3	1	1	2	2	1	1	1	2	1	1	1	2	3	1	1	1	1	0	17	4	3	3	3	3	4	4	8	3	3	4	5	4	6	3	3	4	3	5	6	5	6	8	6	3	3	3	3	3	3	3	3	3	2	2	2	1	1	1	1	2	1	1	1	1	1	2	2	1	1	5	1
OG0001581	5	4	4	6	7	9	2	4	3	3	5	3	3	5	4	3	7	6	4	5	9	5	1	3	3	3	3	3	7	3	2	2	1	5	2	3	6	3	4	7	6	4	4	3	3	2	3	1	1	1	3	2	0	2	2	3	4	4	4	6	7	3	3	3	3	3	3	4	4	3	4	4	5	5	6	6	5	3	2	3	3	3	3	3	4	3	2	2	2	2	3	4	4	2	3	4	6	3	3	2	2	1	1	2	2
OG0001582	10	16	6	5	10	8	2	13	1	3	5	13	6	2	1	1	3	2	2	2	2	7	1	2	4	1	4	2	5	3	1	3	1	4	2	5	7	5	2	3	1	6	1	1	1	3	2	4	1	1	1	1	2	2	2	3	5	7	11	6	8	3	4	4	5	3	2	3	5	7	2	2	2	2	2	2	2	4	2	3	3	3	3	3	3	3	2	2	2	2	4	5	4	2	2	3	2	1	1	2	2	2	1	2	1
OG0001584	3	1	6	1	8	4	5	4	3	6	3	3	5	5	5	6	6	2	1	1	6	2	0	2	4	4	10	10	3	3	4	0	2	5	0	1	0	0	2	0	6	16	3	7	7	1	4	2	4	8	2	1	3	2	2	3	3	4	3	3	5	3	3	4	4	4	4	4	4	4	5	5	5	5	4	4	1	2	2	4	4	5	8	4	3	4	3	2	2	1	1	1	1	2	4	6	4	4	6	2	3	3	5	2	2
OG0001586	0	5	0	1	4	4	1	4	13	9	26	25	16	4	10	12	24	5	1	3	9	1	2	3	1	1	0	0	4	0	0	0	0	1	0	0	1	0	0	0	0	4	0	0	0	2	1	0	0	1	2	0	0	1	1	1	1	1	1	1	3	1	2	4	3	8	10	11	18	19	8	9	9	11	12	7	3	2	2	1	1	1	0	1	1	1	0	0	1	1	1	1	0	1	1	1	0	0	0	1	1	1	1	1	1
OG0001588	3	2	2	2	5	3	3	7	5	7	4	5	4	4	4	5	4	4	3	7	5	3	6	4	5	3	3	2	4	2	5	2	1	4	3	3	4	2	3	2	3	10	2	2	2	12	2	2	2	2	6	3	2	3	3	3	2	2	2	2	3	3	3	4	4	4	5	4	4	4	4	4	4	4	4	5	5	3	4	3	3	3	3	3	3	3	3	2	3	3	3	3	3	4	4	5	3	2	2	5	3	2	2	3	4
OG0001589	2	1	2	1	7	2	1	5	20	10	6	11	5	2	6	8	9	14	1	13	17	7	2	2	1	2	1	1	7	1	2	1	2	3	0	1	7	1	2	0	1	4	0	0	0	1	1	1	1	1	2	1	0	1	1	2	2	2	2	2	3	2	3	4	3	6	11	5	6	7	4	6	8	9	10	10	8	3	2	2	2	2	1	2	2	2	2	2	1	1	1	2	2	1	1	1	1	0	0	1	1	1	1	1	1
OG0001590	2	2	2	3	5	2	4	7	9	11	3	4	7	3	4	3	9	7	3	4	10	7	4	2	4	3	2	2	9	3	2	2	2	3	3	2	4	2	2	7	1	6	2	2	2	2	1	3	2	2	2	2	3	2	2	2	2	2	2	3	3	3	4	5	5	5	8	4	4	5	4	4	5	5	7	6	4	5	4	3	3	3	2	3	4	3	2	2	2	2	2	2	2	2	2	4	4	2	2	2	2	2	2	2	2
OG0001591	1	1	6	1	1	11	4	13	1	5	1	1	1	5	3	3	2	1	1	2	4	2	1	3	7	3	1	1	15	2	1	1	1	3	1	2	3	6	10	3	2	21	1	1	1	20	4	1	5	1	3	4	1	2	2	2	2	2	1	2	3	2	2	3	6	2	2	2	1	1	3	3	3	3	2	3	2	2	2	2	3	2	1	2	4	2	1	1	2	2	2	3	6	4	4	7	3	1	1	7	4	2	2	2	3
OG0001593	5	7	5	7	6	9	5	4	7	7	6	4	3	5	1	6	4	3	2	3	3	3	1	3	3	2	2	2	2	2	1	1	1	2	2	4	5	3	5	3	0	11	2	2	2	17	3	2	2	2	4	2	1	3	3	3	5	5	6	6	7	3	3	4	4	5	6	5	5	4	4	3	3	4	4	3	3	3	2	2	2	2	2	2	2	2	1	1	3	3	4	4	4	4	4	5	3	2	2	6	3	2	2	3	3
OG0001594	2	3	3	3	6	5	2	7	8	6	7	4	4	5	8	8	4	4	3	9	6	3	2	2	4	2	2	2	4	2	2	2	3	4	2	2	4	2	4	4	2	6	2	2	2	5	3	2	2	2	5	1	6	3	3	3	3	3	3	3	5	3	3	4	4	5	6	5	5	4	5	6	6	6	5	6	6	3	2	3	3	3	2	3	3	3	2	2	3	2	2	3	3	3	3	4	3	2	2	3	3	2	2	3	3
OG0001595	2	2	1	1	4	4	1	3	7	13	7	14	13	7	5	10	27	7	1	1	6	5	1	1	1	1	1	2	3	2	1	2	0	2	1	1	2	1	1	1	2	2	1	1	1	1	0	1	2	1	6	1	15	4	2	2	2	2	2	2	3	2	3	4	3	6	8	7	8	12	7	6	7	10	13	5	2	3	1	2	1	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6	4
OG0001596	4	3	3	7	10	9	2	6	4	9	8	5	6	4	7	7	15	9	6	8	8	3	5	2	2	1	1	1	3	1	1	1	0	1	1	2	1	2	1	3	3	4	1	1	1	2	3	3	3	3	2	1	0	1	1	2	3	3	3	6	8	2	3	4	4	5	6	5	6	6	5	6	7	8	10	7	7	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	3	3	1	1	2	3	3	3	1	1
OG0001598	7	6	4	5	8	10	3	4	6	5	7	3	4	4	7	5	14	3	4	1	13	2	2	3	4	1	2	2	5	3	1	1	1	4	1	1	5	1	1	2	2	6	2	2	2	4	2	1	1	1	4	2	5	3	3	3	5	5	6	6	8	2	2	3	3	4	5	5	5	4	5	6	6	6	7	7	4	2	2	2	2	2	2	2	3	2	1	1	2	1	1	2	1	2	2	3	2	2	2	2	2	1	1	3	3
OG0001599	3	8	2	2	7	6	4	4	5	5	4	5	5	3	2	4	5	4	2	3	3	10	1	3	6	4	3	3	7	5	4	3	4	4	2	2	2	3	2	2	3	6	2	2	2	7	2	2	2	2	1	3	9	4	4	4	3	3	4	3	5	4	4	4	4	4	5	4	4	5	3	3	3	4	4	3	3	5	3	4	5	4	3	4	5	4	4	4	3	2	2	2	2	3	3	4	3	2	2	3	2	2	2	4	3
OG0001600	2	1	0	1	4	5	2	4	2	2	2	2	4	1	3	3	3	3	2	3	2	15	0	1	2	2	9	5	4	3	4	4	2	7	4	7	10	6	3	12	7	8	4	2	3	3	3	5	3	3	0	5	2	2	2	2	2	1	1	2	4	3	3	3	3	2	2	2	2	2	2	2	2	3	3	2	2	4	1	3	2	4	6	4	4	5	4	3	3	4	6	7	5	3	4	7	8	4	3	3	3	3	3	2	2
OG0001601	35	20	19	1	5	1	1	9	15	3	3	3	1	1	4	1	3	4	1	1	2	6	0	1	1	1	3	1	2	1	1	1	1	1	2	1	1	2	4	3	1	7	1	1	0	3	3	1	1	1	9	1	4	4	4	4	6	16	23	3	3	3	3	4	4	4	6	3	3	2	2	2	2	2	3	2	1	3	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	2	2	3	2	1	1	2	2	1	1	4	4
OG0001602	2	5	7	4	1	3	4	9	15	11	4	5	2	4	6	2	2	5	1	6	6	4	0	4	4	1	2	3	3	1	6	3	0	5	1	7	2	3	3	1	2	8	5	2	1	3	2	2	5	3	6	2	1	2	2	3	3	4	4	3	2	3	4	6	6	7	11	5	4	4	5	5	4	3	3	5	4	4	3	3	3	3	3	3	2	4	4	2	2	2	3	3	3	2	3	4	2	3	2	2	2	2	3	2	3
OG0001605	5	4	7	3	12	3	0	2	3	2	1	1	1	1	1	2	1	2	1	3	4	2	1	5	2	0	3	5	3	2	5	6	2	2	2	18	17	19	12	1	1	0	5	7	8	0	0	2	2	5	1	1	0	2	2	2	4	5	5	4	5	2	2	1	1	1	2	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	3	2	2	2	3	3	2	4	12	15	15	2	2	1	1	4	6	1	1	2	3	1	1
OG0001606	4	3	4	4	3	4	3	8	3	8	3	4	3	4	8	4	5	4	4	3	7	6	0	4	3	2	2	2	5	2	1	3	1	3	2	2	4	3	3	7	1	13	2	2	2	7	4	2	3	3	8	1	2	3	3	3	3	3	3	3	3	3	4	4	5	4	5	4	3	3	4	5	5	4	4	5	4	4	3	2	2	2	2	2	3	2	2	2	3	2	2	3	3	4	4	6	5	2	2	5	4	3	3	3	3
OG0001607	2	0	2	0	4	2	7	8	3	10	7	4	1	5	0	8	8	2	1	5	5	4	2	2	4	1	4	5	2	3	6	2	0	4	1	3	2	3	1	0	2	8	3	8	8	7	1	6	5	4	4	3	6	4	3	3	2	2	2	2	2	3	3	4	6	4	5	4	4	3	4	3	4	5	5	4	3	3	2	3	3	3	4	3	3	4	4	2	3	2	2	2	2	4	4	4	2	4	7	4	3	4	4	4	4
OG0001608	2	3	2	4	2	4	3	12	3	5	3	3	3	3	3	4	3	7	4	6	3	6	5	6	6	3	3	3	5	5	5	3	5	4	2	3	4	2	8	3	2	5	2	3	3	3	3	2	2	2	5	0	3	3	3	3	3	2	2	3	3	4	5	5	6	4	4	3	3	3	3	3	3	4	4	3	4	5	5	4	4	4	3	4	5	4	4	4	3	3	3	4	4	3	3	3	3	3	3	3	3	2	2	3	3
OG0001609	6	6	6	7	13	10	4	5	8	5	13	9	0	5	7	7	6	6	7	3	7	1	0	3	3	1	1	1	6	2	4	3	1	3	0	0	0	0	0	1	2	4	3	1	1	2	4	3	3	4	0	0	1	1	1	2	5	6	6	7	10	2	2	4	4	5	6	6	8	6	6	6	6	6	6	6	5	1	1	2	2	2	1	3	3	3	3	2	1	0	0	0	0	2	2	2	2	2	1	2	3	3	3	1	0
OG0001610	4	0	1	0	7	1	4	8	10	15	13	7	16	6	8	8	13	1	0	0	14	5	0	7	2	0	1	4	1	4	1	2	0	2	1	2	1	5	2	1	1	6	1	1	1	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	4	6	6	9	11	9	11	11	7	7	7	7	7	6	0	4	4	2	2	2	2	2	2	2	1	1	1	1	1	1	2	1	1	2	1	1	1	2	2	1	1	1	1
OG0001615	2	3	5	2	8	4	2	6	4	4	2	2	2	4	2	2	2	3	2	2	2	4	2	2	4	2	2	2	7	2	2	2	2	6	2	2	3	4	7	5	2	18	2	3	3	20	6	2	4	2	4	2	2	3	3	3	3	3	3	3	5	3	3	3	3	3	4	3	2	2	3	2	2	2	2	2	2	3	2	3	3	3	2	3	3	3	2	2	3	2	2	3	4	5	5	8	5	3	3	9	6	3	3	3	3
OG0001616	6	6	5	4	5	7	4	7	4	7	4	4	4	4	4	4	5	6	4	4	4	6	3	3	3	3	3	3	6	3	3	3	3	3	2	2	3	2	3	4	3	5	2	2	2	4	3	2	4	2	1	1	3	2	2	3	4	5	6	4	5	3	4	4	5	4	5	4	4	4	4	4	4	4	5	4	4	4	3	3	3	3	3	3	4	3	3	3	2	2	2	2	2	2	2	3	3	2	2	3	3	3	3	2	1
OG0001617	3	2	3	1	3	2	5	7	4	3	16	9	5	1	4	6	5	5	1	5	3	4	1	1	3	2	2	4	3	5	3	9	0	2	1	1	4	3	1	5	3	6	2	6	7	1	2	5	2	2	2	4	8	4	3	3	3	3	3	2	2	3	3	4	5	4	4	5	9	8	3	4	4	5	5	3	3	3	1	3	3	3	3	3	3	3	3	3	2	1	1	2	2	2	3	4	4	3	5	2	2	3	2	4	3
OG0001618	2	3	4	3	6	7	2	5	1	2	2	3	2	3	4	5	3	3	3	4	4	3	1	1	5	3	3	3	7	1	2	3	2	3	1	6	5	3	4	5	2	3	4	6	6	4	7	6	6	5	10	5	1	3	3	3	3	3	3	4	6	3	2	2	3	2	2	2	2	2	3	4	4	4	3	4	4	2	1	3	3	3	3	3	3	3	2	2	3	3	4	4	4	3	3	3	3	4	5	4	5	5	5	3	5
OG0001619	3	2	2	2	5	4	4	5	4	6	2	2	2	2	3	3	2	2	3	3	4	3	2	2	3	2	2	2	6	2	2	2	2	3	4	3	2	2	7	6	3	22	2	2	3	16	7	3	3	2	8	2	2	3	3	2	2	2	2	2	4	2	2	3	4	3	4	2	2	2	2	3	3	3	2	3	3	2	2	2	2	2	2	2	3	2	2	2	4	4	3	3	3	6	6	10	6	3	3	8	6	4	3	3	4
OG0001622	1	2	2	1	2	2	2	7	5	5	1	1	5	7	37	8	11	19	1	11	6	7	1	2	1	2	3	1	3	2	1	4	1	1	2	1	5	4	1	1	1	2	1	1	2	2	2	2	1	1	1	2	0	2	2	2	2	2	2	2	2	2	3	4	4	5	5	5	3	3	8	15	10	10	13	7	6	3	2	2	2	2	2	2	2	1	1	1	2	2	2	3	3	2	1	1	1	1	1	2	2	2	1	1	1
OG0001624	6	1	0	2	1	3	1	7	4	11	7	3	6	6	4	5	4	3	1	0	1	2	5	6	7	0	4	6	2	7	0	4	0	2	5	2	4	11	3	5	3	5	2	2	2	5	3	6	4	6	3	3	2	3	3	3	2	2	2	2	2	3	3	4	4	5	6	5	6	5	5	4	3	4	4	1	1	3	5	3	3	3	4	3	3	2	1	1	3	3	3	4	5	3	3	4	4	2	2	4	4	5	5	3	3
OG0001625	3	2	2	2	3	4	4	7	4	7	9	5	3	6	5	3	6	3	2	4	5	6	3	4	7	1	3	4	5	4	2	2	3	5	1	2	1	1	1	1	5	7	4	1	1	2	2	2	1	1	13	3	10	6	4	3	2	2	2	2	3	4	5	5	5	5	5	5	6	5	5	5	4	4	4	4	3	5	4	4	4	4	4	4	4	4	3	3	2	1	1	1	1	2	3	4	3	3	1	2	2	2	1	7	7
OG0001626	4	4	6	4	10	8	4	6	3	5	5	4	4	3	3	3	3	4	3	6	4	5	5	5	6	1	2	2	4	3	2	2	3	3	2	1	1	1	1	4	2	6	3	1	1	18	2	1	3	2	4	3	2	3	3	3	4	5	4	5	8	3	4	4	5	4	4	4	4	4	3	3	3	3	3	4	4	5	5	3	3	3	2	3	3	3	2	2	3	2	1	1	1	4	4	4	3	3	1	6	3	2	2	3	3
OG0001628	8	2	2	3	1	1	3	6	5	6	1	1	2	6	6	1	4	4	1	1	5	9	0	4	1	4	2	9	6	7	12	3	0	1	1	2	2	15	4	0	1	5	1	6	6	1	0	6	2	1	15	1	1	2	2	2	2	2	3	2	1	3	4	4	4	4	5	3	2	2	4	4	3	3	4	3	1	5	3	3	3	4	4	4	6	3	5	3	2	2	2	3	6	2	2	2	1	2	5	1	1	2	2	2	4
OG0001632	3	5	4	2	4	6	4	4	4	8	11	4	5	10	8	9	10	1	1	2	11	4	0	5	4	1	2	3	7	3	3	6	0	7	1	2	2	2	2	1	0	2	2	0	0	2	1	2	2	2	7	0	5	3	3	3	3	4	4	3	4	3	3	4	4	6	6	7	7	5	8	8	7	7	6	6	2	3	3	3	3	3	3	4	4	4	3	3	2	2	2	2	2	2	1	1	1	1	0	2	2	2	2	3	3
OG0001633	6	6	3	2	9	7	3	5	6	8	4	7	5	5	5	5	15	4	1	3	10	2	1	2	2	1	2	2	2	3	2	2	0	5	3	3	5	4	3	1	3	3	4	2	2	3	0	4	3	5	1	0	2	2	2	2	3	3	5	3	6	2	2	4	4	5	6	5	5	6	5	5	6	6	7	6	3	2	2	2	2	2	2	2	2	3	2	2	2	3	3	4	4	2	2	2	2	2	2	2	2	3	3	2	1
OG0001635	4	7	2	2	7	4	3	7	6	5	6	7	7	6	7	6	4	3	2	2	6	6	1	4	5	2	3	4	4	6	3	3	1	4	3	2	3	4	3	2	2	3	2	3	2	2	2	3	2	2	2	3	2	2	2	3	3	3	4	3	4	3	4	5	5	5	5	6	6	7	6	6	5	5	4	4	2	4	3	3	3	3	3	3	4	3	3	2	2	2	2	3	3	2	2	2	2	2	2	2	2	2	2	2	2
OG0001636	2	3	2	2	8	6	3	5	2	6	3	6	4	5	5	6	11	3	2	2	5	5	2	4	4	3	2	2	13	2	2	2	2	3	3	2	5	8	2	5	3	6	2	2	2	2	2	2	2	2	3	4	2	3	3	3	3	2	2	3	6	3	4	4	4	4	4	4	4	5	5	5	5	6	6	4	2	4	3	3	3	3	2	3	4	3	2	2	3	3	3	4	4	3	3	4	4	2	2	2	2	2	2	3	3
OG0001637	4	5	6	2	6	3	1	6	6	5	3	1	3	2	5	4	7	5	3	0	7	3	0	4	3	1	3	3	4	6	6	2	0	6	0	3	5	1	5	3	7	5	4	3	3	5	4	4	4	3	11	1	0	2	2	2	3	4	4	3	4	2	2	3	3	3	5	3	3	2	3	4	4	4	5	4	2	2	2	2	2	3	3	4	5	5	4	2	2	2	3	3	3	3	3	4	4	3	3	4	4	4	4	2	3
OG0001638	3	3	2	3	4	7	1	6	2	4	2	2	2	3	5	7	4	2	2	2	2	2	1	5	8	1	1	2	7	2	1	2	1	4	1	1	3	3	8	2	0	17	1	1	1	35	2	4	5	1	1	2	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	2	2	3	3	3	4	3	2	2	2	2	3	3	3	2	3	3	3	2	2	3	2	2	3	4	5	4	6	2	1	1	11	5	4	3	3	2
